,ann_return,ann_vol,sharpe,max_dd,turnover_mean
equal_weight,0.39009985049840235,0.7474012149287929,0.8251846769248641,-0.8694344079590179,0.0006849315068493151
inverse_vol,0.2931777571018077,0.6962211931806442,0.7269492056797614,-0.8414722297491933,0.030587642214806362
low_vol,0.2773850184500122,0.6751840145764808,0.7080253472309909,-0.814526227836905,0.06780821917808218
ml_stress,0.2773850184500122,0.6751840145764808,0.7080253472309909,-0.814526227836905,0.06780821917808218
ml_combined,0.2773850184500122,0.6751840145764808,0.7080253472309909,-0.814526227836905,0.06780821917808218
