,ann_return,ann_vol,sharpe,max_dd,turnover
equal_weight,-0.18134010746753992,0.683901370696563,0.05455733233043356,-0.8909697892899314,0.0008271298593879241
inverse_vol,-0.18004294684803102,0.6493958009862385,0.02345879206628765,-0.8745548752280353,0.031083861995633334
low_vol,-0.15885039675550783,0.6107440650883112,0.023687444490508355,-0.8580048699298553,0.08850289495450785
ml_stress,-0.20308428870968898,0.5912693200642996,-0.08667747217456487,-0.858153438251578,0.08078301626688723
ml_combined,-0.20308428870968898,0.5912693200642996,-0.08667747217456487,-0.858153438251578,0.08078301626688723
